mt_main_poi_id	mt_poi_cate3_name	poi_name	brand_name
626755	其他火锅	大骨仔钙骨馆（市桥店）	大骨仔钙骨馆 
626939	其他日本菜	浅草亭日本料理（林乐路店）	浅草亭日本料理 
627195	其他日本菜	和味厨房	和味厨房 
627227	其他自助餐	开心汤姆（东环路店）	开心汤姆 
627251	其他火锅	水稻田鸡（天河立交店）	水稻田鸡 
627291	其他日本菜	富田菊日本皇尚料理（富力中心店）	富田菊日本皇尚料理 
627299	其他火锅	松记火锅城	松记火锅城 
627323	其他西餐	名仕西餐厅	名仕西餐厅 
627395	其他西餐	梦幻西餐廊	梦幻西餐廊 
627531	其他日本菜	吉田多味	吉田多味 
627627	其他日本菜	富田拉面（人民中路店）	富田拉面 
627723	其他日本菜	早稻田	早稻田 
627931	其他西餐	湾畔西餐厅（沿江中路店）	湾畔西餐厅 
628315	其他西餐	艾华酒汇	艾华酒汇 
628339	其他日本菜	韩日小站	韩日小站 
628875	其他火锅	煲你喜欢	煲你喜欢 
629595	其他烧烤	原古部落碳烤吧	原古部落碳烤吧 
629659	其他日本菜	鳗之屋（江南西路店）	鳗之屋 
630051	其他火锅	二郎田鸡（长兴路店）	二郎田鸡 
630059	其他日本菜	Lrowa日本料理（天河南店）	Lrowa日本料理 
630107	其他西餐	棠堂西餐厅	棠堂西餐厅 
630483	其他火锅	潮州砂锅粥	潮州砂锅粥 
630523	其他日本菜	和世料理	和世料理 
630595	其他烧烤	中正美食夜宵广场	中正美食夜宵广场 
631107	其他自助餐	美林湖国际社区西餐厅	美林湖国际社区西餐厅 
631355	其他西餐	仙踪林（体育东店）	仙踪林 
631563	其他日本菜	美点皇	美点皇 
631819	其他西餐	仙踪林（东方宝泰店）	仙踪林 
631939	其他火锅	小童羊（车陂店）	小童羊 
632051	其他西餐	爱丁堡	爱丁堡 
632083	其他火锅	肥羊王（东华南路店）	肥羊王 
632091	其他火锅	悦福羊庄	悦福羊庄 
632091	其他火锅	悦福羊庄	悦福东山羊庄 
632443	其他火锅	海南东山羊庄	海南东山羊庄 
632555	其他日本菜	寿司屋	寿司屋 
632723	其他火锅	上本台湾涮涮锅（大马站店）	上本台湾涮涮锅 
632755	其他西餐	府吉	府吉 
632987	其他火锅	玲玲美食（葵蓬分店）	玲玲美食 
633019	其他火锅	塞上羊羯子火锅	塞上羊羯子火锅 
633227	其他火锅	黄石海南羊庄	黄石海南羊庄 
633379	其他西餐	柏图斯	柏图斯 
633571	其他西餐	葡萄牙餐厅	葡萄牙餐厅 
634539	其他日本菜	膳道回转寿司（广州大道北店）	膳道回转寿司 
634675	其他火锅	辉记鸽皇	辉记鸽皇 
634787	其他烧烤	君武露天烧烤吧	君武露天烧烤吧 
635011	其他西餐	根据地西餐厅	根据地西餐厅 
635115	其他自助餐	鸣泉西餐厅	鸣泉西餐厅 
635195	其他火锅	皇鸽餐厅（人和镇店）	皇鸽餐饮 
635211	其他火锅	食得靓火锅馆	食得靓火锅馆 
635219	其他西餐	美意小馆	美意小馆 
635219	其他西餐	美意小馆	M.Y 
635315	其他火锅	中心火煲城	中心火煲城 
635459	其他日本菜	禾味厨坊	禾味厨坊 
635563	其他日本菜	小禾回转寿司（人民南路店）	小禾回转寿司 
635635	其他西餐	王品牛排（广州天河北店）	王品牛排 
635939	其他日本菜	瀛寿司（晓港湾店）	瀛寿司 
636027	其他火锅	龍悅火鍋料理	龍悅火鍋料理 
636043	其他西餐	仙踪林（机场店）	仙踪林 
636659	其他日本菜	菓子	菓子 
636747	其他西餐	清真弘汇西餐厅	清真弘汇西餐厅 
637203	其他烧烤	阿叔烧烤	阿叔烧烤 
637331	其他火锅	鹅欢喜	鹅欢喜 
637523	其他日本菜	物語	物語 
637883	其他烧烤	瘦仔烧烤	瘦仔烧烤 
638467	其他日本菜	阪田	阪田 
638499	其他日本菜	奇拿	奇拿 
638523	其他烧烤	旺旺烤宴（花都店）	旺旺烤宴 
638851	其他日本菜	原鲜外卖寿司店	原鲜外卖寿司店 
638891	其他火锅	羊名天下药膳火锅	羊名天下药膳火锅 
639051	其他日本菜	微笑SUSHI	微笑SUSHI 
639603	其他日本菜	花之宴创意料理（龙洞店）	花之宴 
639867	其他烧烤	伊家子优闲小吃	伊家子优闲小吃 
640099	其他日本菜	和风制造（龙津中店）	和风制造 
640179	其他日本菜	小岛寿司	小岛寿司 
640219	其他日本菜	禾盛寿司	禾盛寿司 
640259	其他西餐	尚品西餐厅	尚品西餐厅 
640275	其他日本菜	太郎日式涮涮锅	太郎日式涮涮锅 
643371	其他火锅	天豪家厨	天豪家厨 
645603	其他火锅	利澳居火锅专门店	利澳居火锅专门店 
646907	其他烧烤	龙城美食	龙城美食 
647499	其他火锅	广记餐厅	广记餐厅 
648019	其他火锅	妹佗时尚火锅	妹佗时尚火锅 
648275	其他日本菜	坂烧日本料理	坂烧日本料理 
648531	其他自助餐	2 On 988 Cafe	2 On 988 Cafe 
648675	其他日本菜	板前寿司	板前寿司 
648675	其他日本菜	板前寿司	板前日本料理 
648707	其他火锅	东山羊庄	东山羊庄 
648747	其他日本菜	鲍赢回转寿司	鲍赢回转寿司 
648755	其他西餐	乐厨	乐厨 
649147	其他火锅	口福居	口福居 
649283	其他日本菜	明古屋	明古屋 
649347	其他烧烤	珍宝烧烤吧	珍宝烧烤吧 
649387	其他西餐	遇见麽麽茶（大沙地店）	遇见麽麽茶 
649555	其他日本菜	马鞍北街移动寿司档	马鞍北街移动寿司档 
649739	其他西餐	白云国际会议中心六和馆全日制餐厅	白云国际会议中心六和馆全日制餐厅 
649827	其他自助餐	乐川自助火锅城	乐川自助火锅城 
649883	其他日本菜	长坂日本料理（万菱汇店）	长坂日本料理 
649987	其他火锅	东哥火锅（棠下店）	东哥火锅 
650003	其他西餐	底格里餐饮	底格里餐饮 
650131	其他日本菜	可可牛日式料理专门店	可可牛日式料理专门店 
650291	其他日本菜	甘泽鲜寿司屋（棠石路店）	甘泽鲜寿司屋 
650307	其他日本菜	采蝶日式西厨餐厅	采蝶日式西厨餐厅 
650371	其他火锅	光明清汤羊（东华东路店）	光明清汤羊 
651091	其他火锅	肥羊王（第十甫路店）	肥羊王 
655195	其他日本菜	樱井·达磨日本料理	樱井·达磨日本料理 
655251	其他烧烤	世纪王烧烤部落	世纪王烧烤部落 
655795	其他火锅	绿雨居	绿雨居 
657099	其他日本菜	大渔日本料理（新白云机场店）	大渔日本料理 
657251	其他火锅	烧鸡公	烧鸡公 
657259	其他日本菜	森治料理屋（礼岗店）	森治料理屋 
657275	其他日本菜	千与千寻寿司店	千与千寻寿司店 
657499	其他日本菜	千鹤面屋	千鹤面屋 
657659	其他火锅	酷哥	酷哥 
657771	其他西餐	林林西餐厅	林林西餐厅 
658363	其他火锅	小肥羊（小寨店）	小肥羊 
658475	其他火锅	向天歌清汤鹅（兴庆北路店）	向天歌清汤鹅 
658579	其他西餐	仙踪林（民生百货店）	仙踪林 
663691	其他火锅	三江火锅	三江火锅 
663827	其他火锅	唐汗隆肥牛	唐汗隆肥牛 
663875	其他烧烤	里木烤肉（庙后街店）	里木烤肉 
663875	其他烧烤	里木烤肉（庙后街店）	开木里烤肉 
663923	其他烧烤	八佳解馋坊（交大店）	八佳解馋坊 
664323	其他烧烤	西门烤翅	西门烤翅 
664347	其他烧烤	无敌烧烤	无敌烧烤 
664427	其他烧烤	兰家烤肉	兰家烤肉 
664579	其他烧烤	小郭忠烤翅（丰庆路店）	小郭忠烤翅 
664659	其他自助餐	千家粗粮王（金花南路店）	千家粗粮王 
664691	其他西餐	必胜客（雁塔店-PBJ089）	必胜客 
664731	其他烧烤	郭老二烤肉	郭老二烤肉 
665099	其他火锅	京一锅	京一锅 
665179	其他烧烤	三力烤鸡	三力烤鸡 
665187	其他西餐	豪享来（西安西关店）	豪享来 
665827	其他烧烤	艾海提烤肉	艾海提烤肉 
665867	其他火锅	天府老味火锅	天府老味火锅 
665907	其他火锅	珍菇源（广济街店）	珍菇源 
665907	其他火锅	珍菇源（广济街店）	瓦库 
666275	其他烧烤	小竹签烤肉（红缨路店）	小竹签烤肉 
666331	其他烧烤	新疆买买提100%烤肉	新疆买买提100%烤肉 
666403	其他烧烤	八佳解馋坊（电子四路店）	八佳解馋坊 
666491	其他烧烤	吴记羊血竹签烤肉（新民街路店）	吴记羊血竹签烤肉 
666491	其他烧烤	吴记羊血竹签烤肉（新民街路店）	竹签烤肉 
666499	其他火锅	麻辣情调火锅	麻辣情调火锅 
666707	其他火锅	团团坐火锅店（长安广场店）	团团坐火锅店 
666739	其他火锅	佰人王串串香火锅（电子城店）	佰人王 
666771	其他烧烤	疯狂烤翅	疯狂烤翅 
666795	其他火锅	上元红火锅店	上元红火锅店 
667019	其他火锅	小海螺火锅	小海螺火锅 
667155	其他火锅	特酷铁板煲仔（兴庆店）	特酷铁板煲仔 
667155	其他火锅	特酷铁板煲仔（兴庆店）	佳食特酷酷餐饮连锁店 
667323	其他烧烤	叶老爷烧烤	叶老爷烧烤 
667339	其他烧烤	良良烧烤廊	良良烧烤廊 
667347	其他火锅	长安小调主题火锅（小寨店）	长安小调主题火锅 
667451	其他烧烤	小竹签烤肉（康乐路店）	小竹签烤肉 
667547	其他烧烤	蠔太郎私房烧烤（建国路店）	蠔太郎私房烧烤 
667699	其他火锅	铜火锅	铜火锅 
667803	其他日本菜	小雄寿司（安东街店）	小雄寿司 
667859	其他火锅	京福华火锅（小寨西路店）	京福华肥牛 
668171	其他烧烤	西宾品品香火锅烧烤城	西宾品品香火锅烧烤城 
668227	其他烧烤	罗家二十年烤肉	罗家二十年烤肉 
668379	其他烧烤	洋羊烤肉	洋羊烤肉 
669323	其他烧烤	炭烤生蚝	炭烤生蚝 
669483	其他日本菜	火影拉面吧	火影拉面吧 
669627	其他火锅	陈三娃泡姜鸡（桃园路店）	陈三娃泡姜鸡 
669715	其他烧烤	佬肥烤肉	佬肥烤肉 
670619	其他烧烤	老虎烤肉	老虎烤肉 
670635	其他烧烤	老关中酒肉馆	老关中酒肉馆 
670923	其他烧烤	马家回族烤肉	马家回族烤肉 
670963	其他火锅	曹家铜火锅	曹家铜火锅 
670979	其他日本菜	千寻日式寿司	千寻日式寿司 
671147	其他烧烤	小签签烤肉	小签签烤肉 
671219	其他日本菜	三井焼肉居酒屋	三井焼肉居酒屋 
671491	其他日本菜	小雄寿司（高新店）	小雄寿司 
671515	其他火锅	云波豆皮涮牛肚（西工大店）	云波豆皮涮牛肚 
671571	其他烧烤	鲍汁生蚝	鲍汁生蚝 
671619	其他日本菜	相扑拉面	相扑拉面 
671667	其他烧烤	小杨烤肉（龙首店）	小杨烤肉 
671971	其他烧烤	荣荣烤肉	荣荣烤肉 
681899	其他烧烤	丰园烧烤城	丰园烧烤城 
681963	其他火锅	安然家私房火锅（米罗蓝山店）	安然家私房火锅 
681971	其他烧烤	酷客烤吧	酷客烤吧 
682115	其他火锅	爱辣牛杂火锅	爱辣牛杂火锅 
682171	其他火锅	长安小调主题火锅（明光路店）	长安小调主题火锅 
682187	其他火锅	王府臻品火锅（东仪路店）	王府臻品火锅 
682603	其他火锅	小沙翁粤厨房	小沙翁粤厨房 
682603	其他火锅	小沙翁粤厨房	小沙翁粥火锅 
682635	其他烧烤	铜盘子（高新店）	铜盘子 
683035	其他烧烤	户县机场红枫海鲜烧烤园	户县机场红枫海鲜烧烤园 
683107	其他火锅	玉林火锅	玉林火锅 
683195	其他烧烤	阿楠烧烤	阿楠烧烤 
683419	其他日本菜	小熊寿司	小熊寿司 
683571	其他日本菜	福港日本料理（星都店）	福港日本料理 
683651	其他西餐	豪尚豪牛排馆（环城西路店）	豪尚豪牛排馆 
683867	其他自助餐	闻莺阁	闻莺阁 
683867	其他自助餐	闻莺阁	闻莺阁茶楼 
684147	其他自助餐	ART 6	ART 6 
684347	其他火锅	味味羊（体育场店）	味味羊 
684363	其他烧烤	王记金图门串烤（南肖埠店）	王记金图门串烤 
691947	其他自助餐	金溪山庄香雪轩咖啡苑	金溪山庄香雪轩咖啡苑 
691947	其他自助餐	金溪山庄香雪轩咖啡苑	香雪轩咖啡苑 
692115	其他自助餐	香都中餐厅	左翼香都美食坊 
692115	其他自助餐	香都中餐厅	香都中餐厅 
692475	其他自助餐	索菲特香榭丽全日候餐厅	索菲特香榭丽全日候餐厅 
692475	其他自助餐	索菲特香榭丽全日候餐厅	索菲特埃菲尔酒吧 
692563	其他自助餐	嘉莎咖啡	嘉莎咖啡 
692571	其他火锅	来一锅火锅	文记来一锅 
692571	其他火锅	来一锅火锅	来一锅火锅 
692691	其他自助餐	通信大厦商务酒店自助餐厅	通信大厦商务酒店自助餐厅 
693523	其他烧烤	百姓烧烤	百姓烧烤 
693563	其他日本菜	友美佳	京桥亭 
693563	其他日本菜	友美佳	友美佳铁板烧料理 
693563	其他日本菜	友美佳	友美佳 
693635	其他火锅	小羔羊火锅店	小羔羊 
694211	其他自助餐	华纳自助餐厅	华纳自助餐厅 
694211	其他自助餐	华纳自助餐厅	众安华纳假日酒店巴厘巴厘自助餐厅 
694483	其他烧烤	新凯旋郑燕烧烤	匾记新凯旋 
694483	其他烧烤	新凯旋郑燕烧烤	新凯旋郑燕烧烤 
694483	其他烧烤	新凯旋郑燕烧烤	扁记新凯旋烧烤 
694635	其他日本菜	日兆的面屋	日兆的面屋 
695003	其他烧烤	阿康烧烤（文淙路店）	阿康烧烤 
695507	其他西餐	欣鼎花园西餐厅	欣鼎花园西餐厅 
695563	其他烧烤	茅家埠烧烤	茅家埠烧烤 
695691	其他火锅	许府牛（文三路店）	许府牛 
695827	其他自助餐	千岛湖开元度假村.夏威夷西餐厅	千岛湖开元度假村中餐厅 
695827	其他自助餐	千岛湖开元度假村.夏威夷西餐厅	千岛湖开元度假村.夏威夷西餐厅 
696099	其他火锅	玖点牛蛙火锅（古墩路店）	玖点牛蛙火锅 
696267	其他烧烤	家园烤肉	家园烤肉 
696267	其他烧烤	家园烤肉	家园烧烤 
696291	其他火锅	九香火锅	九香火锅 
696651	其他火锅	荣法掏羊锅	荣法掏羊锅 
696675	其他火锅	老山东牛杂碎（下沙店）	老山东牛杂碎 
696819	其他烧烤	阿柄烧烤	阿柄烧烤 
697035	其他自助餐	水云间咖啡厅	水云间咖啡厅 
697323	其他日本菜	运和日本料理	运和日本料理 
697331	其他火锅	老诚一锅	老诚一锅 
697835	其他烧烤	巴基斯坦烤串店	巴基斯坦烤串店 
698043	其他烧烤	疯狂烤翅（舟山东路店）	疯狂烤翅 
698387	其他烧烤	疯狂烤翅（文三路店）	疯狂烤翅 
698675	其他火锅	许府牛（萧山店）	许府牛 
699043	其他自助餐	伊美大酒店.四季餐厅	伊美大酒店.四季餐厅 
699323	其他日本菜	秋禾料理	秋禾料理 
699691	其他火锅	乡粑子火锅（理工店）	乡粑子火锅 
699755	其他火锅	水货豆捞坊	水货豆捞坊 
701867	其他日本菜	石久味主题餐厅	石久味主题餐厅 
702683	其他自助餐	孔雀大酒店香格里拉餐厅	孔雀大酒店 
702683	其他自助餐	孔雀大酒店香格里拉餐厅	孔雀足浴 
702683	其他自助餐	孔雀大酒店香格里拉餐厅	孔雀大酒店香格里拉餐厅 
702683	其他自助餐	孔雀大酒店香格里拉餐厅	孔雀外卖 
706811	其他自助餐	凯普汀南美风情烤肉餐厅	凯普汀南美风情烤肉餐厅 
707019	其他烧烤	阿志烧烤	阿志烧烤 
707219	其他日本菜	味千拉面（杭州富阳银泰店）	味千拉面 
707291	其他烧烤	辰鸿食品	辰鸿食品 
707403	其他烧烤	东北光头烧烤	光头烧烤 
707595	其他日本菜	松子日本料理（朝阳北路店）	松子料理 
707939	其他烧烤	小木屋烤肉	小木屋烤肉 
707939	其他烧烤	小木屋烤肉	小木屋韩国烧烤 
707939	其他烧烤	小木屋烤肉	小木屋韩国料理 
708027	其他自助餐	香味泡涮吧	香味泡涮吧 
708971	其他烧烤	内蒙古烧烤	内蒙古烧烤 
708979	其他火锅	飘香香火锅	飘香香火锅 
709099	其他日本菜	铭嘉和典鱼生馆	铭嘉和典鱼生馆 
90773387	其他烧烤	杨霸天烧烤	杨霸天烧烤 
90773387	其他烧烤	杨霸天烧烤	南霸天烧烤 
90773387	其他烧烤	杨霸天烧烤	羊霸天烧烤 
709523	其他烧烤	毛毛烤鸡	毛毛烤鸡 
709699	其他西餐	豪客牛排	豪客牛排 
709771	其他烧烤	田园烤翅	田园烤翅 
709795	其他日本菜	棒傍屋	棒傍屋 
709819	其他西餐	斗牛士牛排（凤起路店）	斗牛士牛排餐厅 
710019	其他火锅	美乐火锅城	美乐火锅城 
710171	其他烧烤	图门烧烤	图门烧烤 
710251	其他烧烤	小鸭烧烤店	小鸭烧烤店 
710259	其他火锅	巴将军火锅	巴将军火锅 
710459	其他烧烤	鼎极烤肉（白杨美食城店）	鼎极烤肉 
710467	其他日本菜	秋禾料理休闲吧	秋禾料理休闲吧 
710603	其他烧烤	零吾39烤肉店	零吾39烤肉店 
710763	其他西餐	炸鸡情侣餐厅	炸鸡情侣餐厅 
711411	其他烧烤	金色深秋	金色深秋 
711867	其他自助餐	金丝利喜来登酒店生香阁自助餐厅	金丝利喜来登酒店中餐厅 
711867	其他自助餐	金丝利喜来登酒店生香阁自助餐厅	金丝利喜来登大堂吧 
711867	其他自助餐	金丝利喜来登酒店生香阁自助餐厅	生香阁商务午餐 
711867	其他自助餐	金丝利喜来登酒店生香阁自助餐厅	金丝利喜来登酒店生香阁自助餐厅 
711963	其他火锅	小肥羊（解放路店）	小肥羊 
711995	其他火锅	福汇楼	福汇楼 
712211	其他火锅	宝字骨头汤馆（大桥南路店）	宝字骨头汤馆 
712235	其他日本菜	日贺拉面	日贺拉面 
712363	其他日本菜	京郊城铁S2线	鸿霖多国料理 
717243	其他日本菜	三间堂	三间堂 
717347	其他火锅	周老汉竹笋香鸡	周老汉竹笋香鸡 
717363	其他火锅	九佰锅（王府店）	九佰锅 
717491	其他日本菜	浩之源（水木秦淮店）	浩之源 
717787	其他火锅	皇城根火锅城	皇城根 
717835	其他西餐	宝莱纳啤酒花园餐厅Paulaner Bräuhaus Nanjing	宝莱纳啤酒花园餐厅 
717963	其他火锅	韩老吉腊排骨	韩老吉腊排骨 
717987	其他烧烤	东北帅鲜排骨	东北帅鲜排骨 
718075	其他火锅	东山镇小肥羊	东山镇小肥羊 
718283	其他火锅	真合味火锅（烧鸡公店）	真合味火锅 
718291	其他火锅	南京地锅店	南京地锅店 
718499	其他烧烤	野风烧烤	野风烧烤 
718563	其他火锅	开元干锅王	开元干锅王 
718739	其他烧烤	文昌烧烤	文昌烧烤 
718771	其他火锅	东方涮吧	东方涮吧 
718787	其他西餐	圆桌武士	圆桌武士 
718835	其他西餐	罗马假日西餐厅	罗马假日西餐厅 
719131	其他烧烤	延吉烧烤吧	延吉烧烤 
719131	其他烧烤	延吉烧烤吧	延吉烧烤吧 
719163	其他火锅	佰人王串串香火锅（长乐路店）	佰人王 
719251	其他日本菜	美の屋寿司	美の屋寿司 
719251	其他日本菜	美の屋寿司	美の屋 
719291	其他西餐	布洛克网咖西餐厅	布洛克网咖西餐厅 
719507	其他自助餐	池畔吧	池畔吧 
719619	其他火锅	那小嘴肚包鸡	那小嘴肚包鸡 
720155	其他火锅	博大农夫（河西店）	博大农夫 
720371	其他烧烤	七公江湖烤翅（水西门大街店）	七公江湖烧烤 
720427	其他火锅	金华煲	金华煲 
720771	其他自助餐	欢乐牧场（托乐嘉店）	欢乐牧场 
720851	其他烧烤	尔瓦山寨自助烧烤	尔瓦山寨自助烧烤 
721067	其他烧烤	铁炉堡	铁炉堡 
721091	其他火锅	爱呷爱呷台湾时尚涮锅（大行宫店）	爱呷爱呷台湾时尚涮锅 
721171	其他火锅	小尾羊（典雅居店）	小尾羊 
721227	其他火锅	小尾羊（栖霞街店）	小尾羊 
721515	其他火锅	香蛙蛙干锅主题餐厅	香蛙蛙干锅主题餐厅 
721891	其他火锅	粤英记	粤英记 
722091	其他火锅	爱呷爱呷台湾时尚涮锅（长虹店）	爱呷爱呷台湾时尚涮锅 
722147	其他日本菜	寿司便当	寿司便当 
722307	其他自助餐	悦客·麦克斯烤吧	悦客·麦克斯烤吧 
723251	其他西餐	BRAVO	BRAVO 
723651	其他火锅	陈记多味羊肉馆	陈记多味羊肉馆 
723659	其他火锅	彤德莱火锅（葛关路店）	彤德莱火锅 
723835	其他烧烤	绝摆烧烤	绝摆烧烤 
723971	其他火锅	水清坊特色火锅	水清坊特色火锅 
726427	其他火锅	渔蒙家	渔蒙家 
726915	其他火锅	药膳鸡火锅	药膳鸡火锅 
732707	其他西餐	红屋子（盘城新街店）	红房子 
732835	其他火锅	鸡煲馆	鸡煲馆 
733339	其他火锅	台北三妈臭臭锅	台北三妈臭臭锅 
733403	其他自助餐	锦江之星自助餐	锦江之星自助餐 
733499	其他烧烤	肥牛思烤	肥牛思烤 
733723	其他西餐	蘑菇餐厅（北门桥店）	蘑菇餐厅 
733947	其他西餐	猫王吧	猫王吧 
733947	其他西餐	猫王吧	猫王Bar 
734179	其他火锅	阿晓德火锅	阿晓德火锅 
734419	其他火锅	牛将军肥牛餐厅	牛将军 
734651	其他自助餐	南美烤肉	南美烤肉 
734731	其他西餐	亚瑟王咖啡西餐厅	亚瑟王咖啡西餐厅 
735075	其他火锅	帮贵麻辣涮火锅店（贡院西街店）	帮贵麻辣涮火锅店 
735139	其他火锅	奇品火锅	奇品火锅 
735163	其他火锅	光头佬药膳鸡火锅（南湖店）	光头佬药膳鸡 
735195	其他烧烤	蛮牛烧烤	蛮牛烧烤 
735227	其他烧烤	文昌烧烤	文昌烧烤 
735331	其他日本菜	冉棒寿司（双塘路店）	冉棒寿司 
735387	其他日本菜	井尚米之道寿司	井尚米之道寿司 
735411	其他火锅	光头佬药膳鸡火锅（淮海路店）	光头佬药膳鸡 
735419	其他火锅	台湾海轩居	台湾海轩居 
735427	其他火锅	光头佬药膳鸡火锅（莫愁新寓店）	光头佬药膳鸡 
735451	其他火锅	成都粑子火锅城	成都粑子火锅城 
735523	其他火锅	大唐牛丸火锅	大唐牛丸火锅 
735531	其他火锅	光头佬药膳鸡火锅（校门口店）	光头佬药膳鸡 
735611	其他火锅	肥羊王火锅城	肥羊王 
735627	其他火锅	双乐麻辣涮	双乐小吃 
735627	其他火锅	双乐麻辣涮	双乐麻辣涮 
735955	其他西餐	金地咖啡	金地咖啡 
737003	其他火锅	彤德莱火锅（北圩路店）	彤德莱火锅 
737403	其他火锅	满旗楼 涮羊肉（汉口店）	满旗楼 
737627	其他火锅	大红浪火锅城	大红浪火锅城 
737635	其他火锅	红玫瑰弯弯食府	红玫瑰弯弯食府 
738043	其他自助餐	新华诺富特大饭店富乐阁西餐厅	新华诺富特大饭店富乐阁西餐厅 
738043	其他自助餐	新华诺富特大饭店富乐阁西餐厅	新华大饭店 
738043	其他自助餐	新华诺富特大饭店富乐阁西餐厅	新华诺富特富乐阁西餐厅·婚宴 
738043	其他自助餐	新华诺富特大饭店富乐阁西餐厅	新华诺富特中餐厅 
738043	其他自助餐	新华诺富特大饭店富乐阁西餐厅	新华诺富特咖啡厅 
738051	其他火锅	锅加锅（丁字桥店）	锅加锅 
738067	其他火锅	小肥羊（洪山体育馆店）	小肥羊 
738307	其他火锅	金页加金两（鲁巷店）	金页加金两 
738411	其他火锅	江胖子猪弯弯火锅（古田店）	江胖子猪弯弯火锅 
738667	其他自助餐	金凯自助餐厅	金凯自助餐厅 
738715	其他火锅	四季恋锅	四季恋锅 
740843	其他日本菜	花一番（五月花酒店店）	花一番沌口店 
741067	其他烧烤	新疆古丽烧烤店	新疆古丽烧烤店 
741187	其他火锅	马场角伊仕火锅	马场角伊仕火锅 
741219	其他烧烤	自然味烤全羊（长丰总店）	自然味烤全羊 
741267	其他日本菜	金田日本料理	金田日本料理 
741475	其他日本菜	一番馆	一番馆 
742019	其他火锅	羊一锅（发展银行店）	羊一锅 
742107	其他烧烤	百味烧烤	百味烧烤 
742555	其他日本菜	朝香寿司	朝香寿司 
742691	其他火锅	唐人鸡杂火锅店	唐人鸡杂火锅店 
742731	其他烧烤	BT翅（户部巷店）	BT翅 
742731	其他烧烤	BT翅（户部巷店）	bt翅 
742771	其他烧烤	火龙轩	火龙轩 
742843	其他烧烤	家乐烧烤	家乐烧烤 
743115	其他烧烤	广州烧烤	广州烧烤 
743163	其他烧烤	梁胖子烧烤	梁胖子烧烤 
743307	其他火锅	口福动感餐厅（光谷世界店）	口福动感餐厅 
743323	其他烧烤	BT翅（澳门街美食城店）	bt翅 
743323	其他烧烤	BT翅（澳门街美食城店）	BT翅 
743483	其他自助餐	瑞安食汇坊自助餐厅	瑞安食汇坊自助餐厅 
743675	其他烧烤	和记烧烤煨汤馆	和记烧烤煨汤馆 
743723	其他自助餐	巴西卡特兰烧烤自助餐厅（新佳丽店）	巴西卡特兰餐厅 
743739	其他火锅	随便烫得香火锅	随便烫得香火锅 
743899	其他日本菜	拉面馆	拉面馆 
743987	其他烧烤	766烧烤小吃	766烧烤小吃 
744019	其他烧烤	西米烧烤店	西米烧烤店 
744059	其他烧烤	依然loft主题烧烤	依然loft主题烧烤 
744347	其他日本菜	仓桥家精致日式料理（武汉群光广场店）	仓桥家 
744403	其他烧烤	蒙古烤肉	蒙古烤肉 
744595	其他烧烤	巴比酷铁板烧	巴比酷铁板烧 
744651	其他烧烤	忘不了烧烤	忘不了烧烤 
744915	其他火锅	南海东山羊庄	南海东山羊庄 
744955	其他火锅	牛骨王火锅	牛骨王 
745115	其他烧烤	徐州新村烧烤	徐州新村烧烤 
745403	其他火锅	美洲雁馆	美洲雁馆 
745659	其他烧烤	动感烧烤	动感烧烤 
745707	其他日本菜	元气寿司（中山大道店）	元气寿司 
745811	其他日本菜	大阪烧	大阪烧 
746171	其他日本菜	香奈料理（民院路店）	香奈料理 
746227	其他烧烤	大西北烤肉	大西北烤肉 
746235	其他火锅	刘氏胖哥羊肉馆	刘氏胖哥羊肉馆 
746515	其他日本菜	秋田町	秋田町 
746835	其他烧烤	韩阿姨烧烤	韩阿姨烧烤 
746899	其他烧烤	一日三烧烤煲	一日三烧烤煲 
747011	其他日本菜	横滨时间	横滨时间 
747043	其他火锅	草原风情	草原风情 
747283	其他烧烤	志锋烧烤	志锋烧烤 
747347	其他烧烤	吴太大不同烧烤小吃（澳门街美食城店）	吴太大不同烧烤小吃 
747347	其他烧烤	吴太大不同烧烤小吃（澳门街美食城店）	吴太大不同 
747379	其他烧烤	美女老板娘烧烤	美女老板娘烧烤 
747387	其他自助餐	金海豹国际海鲜美食百汇	金海豹国际海鲜美食百汇 
747395	其他烧烤	媛媛烧烤小吃‎	媛媛烧烤小吃‎ 
747403	其他火锅	麻辣小屋艺术火锅（广埠屯店）	麻辣小屋艺术火锅 
747427	其他日本菜	阿土根	阿土根 
747475	其他火锅	武汉理工大西六食堂自选火锅	武汉理工大西六食堂自选火锅 
747491	其他烧烤	木屋炭烤	木屋炭烤 
747627	其他西餐	韵道音乐餐厅	韵道餐厅 
747627	其他西餐	韵道音乐餐厅	韵道音乐餐厅 
747627	其他西餐	韵道音乐餐厅	韵道餐厅清吧 
747627	其他西餐	韵道音乐餐厅	韵道音乐主题餐厅 
747883	其他烧烤	非尝123	非尝123 
747995	其他烧烤	祥彪烧烤店	祥彪烧烤店 
748539	其他自助餐	洪广大酒店西餐厅	洪广建国大酒店西餐厅 
748539	其他自助餐	洪广大酒店西餐厅	洪广大酒店 
748539	其他自助餐	洪广大酒店西餐厅	洪广大酒店西餐厅 
748539	其他自助餐	洪广大酒店西餐厅	洪广大酒店港式茶餐厅 
748539	其他自助餐	洪广大酒店西餐厅	洪广大酒店中餐厅 
748619	其他自助餐	上井日本料理（新华路店）	上井日本料理 
748699	其他烧烤	民生烤虾	民生烤虾 
