xp.mt_main_poi_id	xp.mt_poi_cate2_id	xp.mt_poi_cate3_id	xp.poi_name
40166831	201	244	黄记煌三汁焖锅（维多利店）
40175513	10	1955	女汉子焖锅冒菜
40213857	2164	223	焖锅达人（宁晋店）
40214347	23	2042	居酒屋
40230471	201	244	幸福小灶三汁焖锅（山大店）
40244928	201	244	御膳煌三汁焖锅
40255410	201	244	食尚坊焖锅
40279822	201	244	过锅瘾三汁焖锅
40307852	231	231	釜记煌三汁焖锅
40319399	23	2042	樱花居酒屋
40331029	201	244	一品大虾●东北菜●焖锅
40355869	201	244	乐喜成三汁焖锅
40394322	229	2003	煌忠煌三汁焖锅
40401370	229	2001	御记煌三汁焖锅
40417864	229	2003	鸿记煌三汁焖锅
40426976	201	244	御品皇三汁焖锅（户县店）
40430135	201	244	黄记煌三汁焖锅（王府井百货店）
40435732	23	2042	味里居酒屋
40437008	229	2003	鸿记煌三汁焖锅（八所镇店）
40437234	201	244	辣尚仙焖锅
40451283	201	244	黄记煌三汁焖锅（潮阳店）
40462274	201	244	和菜坊焖锅三菜
40462827	229	2003	一品三汁焖锅
40463900	201	244	黄记煌三汁焖锅（柏威年店）
40469422	23	2042	一藤居酒屋
40474834	229	2003	蜀八婆香汁焖锅（天和店）
40553938	229	2001	黄尚煌三汁焖锅＆重庆鸡公煲（彩虹店）
40559479	10	11	吉东家焖锅米饭
40559960	23	2042	银河居酒屋
40563504	201	244	友你私房焖锅
40578158	201	244	黄记煌三汁焖锅（新百广场店）
40580849	229	2001	煌品三汁焖锅（银座和谐广场店）
40598613	201	244	焖锅时代
40626398	10	11	港式小吃外卖秘制三汁焖锅
40633021	229	2001	兜巴食三汁焖锅（中海国际店）
40642029	201	244	鸿记煌三汁焖锅（富民店）
40654221	201	244	锅客焖锅
40681494	201	244	来御来三汁焖锅（全国连锁精河店）
40689605	201	244	知味轩三汁焖锅
40693398	229	2003	王记锅之恋三汁焖锅
40695709	229	2001	过锅瘾三汁焖锅
40698668	201	244	康尔福三汁焖锅
40705114	201	244	老酒碗风尚焖锅（小冀店）
40708686	229	2001	过锅瘾三汁焖锅（七彩世界店）
40715640	229	2003	鸿记煌三汁焖锅
40728022	229	2001	馋小喵三汁焖锅（立达路店）
40729293	201	244	黄记煌三汁焖锅（大顺路茂业时代店）
40739967	229	2001	祥福坊三汁焖锅
40754504	229	2003	来御来三汁焖锅
40776672	229	2001	财记柴焖锅
40778742	23	2042	久留米烧居酒屋
40812407	201	244	黄记煌三汁焖锅（益田假日天地店）
40836958	229	2003	怪味合三汁焖锅
40861906	201	244	黄记煌三汁焖锅（财富中心店）
40900409	201	244	过锅瘾三汁焖锅（裕荣汇店）
40905195	201	244	郝掌柜八鲜焖锅（宝龙广场店）
40920003	201	244	鸿记煌三汁焖锅
40929323	10	11	吉东家焖锅米饭
40944667	201	244	鸿记煌三汁焖锅
40970932	201	244	黄记煌三汁焖锅（汝州城桓北路店）
40986896	201	244	时尚焖锅
41005886	201	244	徐厨一品焖锅（江东店）
41033960	201	244	过锅瘾三汁焖锅（利群店）
41041156	229	2001	黄记煌三汁焖锅（平潭店）
41053282	10	11	老歪焖锅
41054844	229	2001	黄记焖锅世家
41056751	229	2001	御记煌满汉焖锅（横山店）
41085626	229	2001	厨先生焖锅
41173832	229	2001	王依焖锅（CBD店）
41191542	229	2003	亮记三汁焖锅
41194351	10	2087	御记煌焖锅奶茶麻辣烫（五一路荷兰街店）
41206371	201	244	御记煌三汁焖锅
41211322	201	244	黄记煌三汁焖锅（东吴银泰店）
41214464	201	244	来御来三汁焖锅（佳兆业店）
41256769	201	1921	锅之恋焖锅（司门口店）
41269013	201	244	鸿鲲楼三汁焖锅（领秀城贵和店）
41273622	229	2001	馋小喵三汁焖锅（矿大店）
41314175	229	2001	黄老邪焖锅
41318762	201	244	黄记煌三汁焖锅（福清万达店）
41334163	201	244	黄记煌三汁焖锅（万达店）
41374624	175	2005	鸿记煌三汁焖锅
41407929	201	244	焖锅达人（清河店）
41420559	229	2001	重庆焖锅鸡公煲
41425778	229	2001	馋小喵三汁焖锅（万达店）
41443573	229	2001	真驴焖锅城
41513872	229	2001	回味焖锅
41531622	201	244	过锅瘾三汁焖锅
41535773	201	244	一品皇记煌三汁焖锅（宝山万达店）
41536010	201	244	小马哥三汁焖锅
41539799	10	11	吉东家焖锅米饭
41550835	2164	223	一品鲜三汁焖锅
41564928	175	2004	一品黄记煌三汁焖锅（贵溪店）
41567511	319	2115	一品皇记煌三汁焖锅（新塘国贸会店）
41621736	229	2001	黄记煌三汁焖锅（港龙城店）
41652939	184	2124	焖锅鱼
41674255	201	244	黄记煌三汁焖锅（万达广场店）
41688635	23	317	鸟剑居酒屋（长安店）
41689282	229	2001	格格坊鲜汁焖锅
41695692	201	244	龙抬头韩式焖锅
41740748	23	2042	嵐山•居酒屋（科华店）
41771951	229	2001	来御来三汁焖锅（余江店）
41773879	175	2007	富哥焖锅炖煲
41781446	23	2042	定食串烧居酒屋
41787805	184	236	辣尚仙焖锅
41804205	229	2001	过锅瘾三汁焖锅（万达店）
41858027	229	2003	京城黄记煌三汁焖锅（万品汇店）
41867617	175	2007	富雅菜馆三汁焖锅（住邦店）
41867792	201	244	京御煌三汁焖锅（赛格店）
41871228	201	244	辣尚仙时尚焖锅
41894726	229	2001	鸿记煌三汁焖锅（宁河店）
41901227	201	244	来御来三汁焖锅（富迪三友时尚广场店）
41907593	23	317	宏烧鸟居酒屋（金虹桥店）
41919721	229	2001	过锅瘾三汁焖锅
41927754	229	2003	赵记瓦缸焖锅
41941623	184	236	过锅瘾三汁焖锅（松江国际店）
41945883	229	2001	杨李记三汁焖锅（集美万达店）
41945998	201	244	黄记煌三汁焖锅（友好时尚购物店）
41947205	249	12	云汁美味焖锅
41956126	10	11	傻儿焖锅（曲塘路店）
41994551	23	2042	善酒良食HOMURA居酒屋
42005735	229	2001	黄记煌三汁焖锅（迎宾街店）
42007169	184	236	黄记煌三汁焖锅（供销广场店）
42017265	230	230	和福顺养生焖锅
42017287	201	244	来御来三汁焖锅
42018158	201	244	御品黄记煌三汁焖锅
42020644	229	2001	80後三汁焖锅（龙固店）
42032868	23	2042	欢乐居酒屋
42057941	201	244	馋小喵三汁焖锅
42062444	2163	9	和记秘汁焖锅（中贸店）
42066775	201	244	黄记煌三汁焖锅（乐清南虹广场店）
42072627	23	2042	江户町居酒屋
42087478	184	236	来御来三汁焖锅
42090158	23	2042	味海居酒屋
42116097	201	244	过锅瘾三汁焖锅（凯丹店）
42116372	201	244	排骨自助焖锅
42120709	201	244	黄记煌三汁焖锅（兴武路店）
42169775	201	244	燊记焖锅烧烤
42171687	201	244	锅之恋三汁焖锅
42175506	2164	223	过锅瘾三汁焖锅
42191390	23	2042	谦信烧鸟居酒屋
42197120	201	244	御记煌三汁焖锅（鼎盛店）
42223427	201	244	黄记煌三汁焖锅（中原新城店）
42243506	201	244	黄记煌三汁焖锅（进贤店）
42252552	23	2042	北海道居酒屋
42260451	201	244	鸿记煌三汁焖锅
42278535	201	244	鼎尚丰秘制焖锅（楚翘城店）
42310051	2164	223	郝掌柜八鲜焖锅（大世界店）
42327057	201	244	土灶焖锅饭
42330453	201	244	黄记煌三汁焖锅（于家堡金元宝店）
42346375	23	2042	吉兆居酒屋
42354450	228	228	焰上宴三汁焖锅（佳世客店）
42361661	30	1998	过锅瘾三汁焖锅
42367550	201	244	和福顺养生焖锅（静安路店）
42377216	201	244	辣尚仙时尚焖锅
42381752	201	244	辣尚仙时尚焖锅
42407910	175	2005	吉东家焖锅
42413479	184	236	一品皇记煌三汁焖锅
42414371	201	244	来御来三汁焖锅
42425078	201	244	和福顺养生焖锅（乾县店）
42434667	201	244	黄记煌三汁焖锅（国贸店）
42477513	201	244	焖汇道焖锅（圆融广场店）
42495489	201	244	怪味焖锅
42503216	23	2042	道顿堀居酒屋（大丸百货店）
42508565	229	2001	黄记煌三汁焖锅（欢乐颂店）
42513363	201	244	鸿记煌三汁焖锅
42517870	23	2042	一如居酒屋
42526366	201	244	御品黄记煌三汁焖锅
42527762	201	244	过锅瘾三汁焖锅（新乡新都汇店）
42537724	229	2003	京津焖锅
42549163	229	2003	尚品黄记煌三汁焖锅（赣县店）
42561099	201	244	厨先生水晶焖锅（光谷国际广场店）
42564592	315	383	焖汁秘焖锅
42571761	229	2001	黄记煌三汁焖锅（长泰广场店）
42578170	201	244	九品煌三汁焖锅
42593488	201	244	時尚食三汁焖锅
42611589	229	2003	百味嘉蜀味焖锅
42646776	229	2001	鼎尚丰秘制焖锅（紫荆广场店）
42664206	23	2042	三条居酒屋
42670158	201	244	来御来三汁焖锅（新一城店）
42673364	201	244	过锅癮三汁焖锅（漯河千盛店）
42685157	2166	36	古城焖锅
42689360	201	244	御品皇三汁焖锅
42696100	201	244	黄记煌三汁焖锅（世纪金源店）
42776305	229	2003	辣尚仙时尚焖锅
42791846	201	244	和福顺养生焖锅（县府街店）
42802379	201	244	泡泡涮涮火锅-三汁焖锅
42809359	10	11	吉东家焖锅米饭
42809773	201	244	焖锅馆
42830764	201	244	黄记煌三汁焖锅（西固店）
42832153	229	2003	厨先生水晶焖锅
42861666	201	244	鸿记煌三汁焖锅（莒县店）
42865972	201	244	厨先生水晶焖锅（莲塘玺悦城店）
42869430	201	244	一品黄记煌三汁焖锅
42910665	201	244	黄尚煌三汁焖锅&重庆鸡公煲（围里店）
42916379	23	2042	私家居酒屋
42945210	24	24	韩式焖锅
42946145	201	244	久品焖锅
42963078	201	244	久香焖锅
42971637	201	244	黄记煌三汁焖锅（南康店）
50001577	184	236	上品黄记皇三汁焖锅
50007458	201	244	焖锅大全
50032159	10	11	吉东家焖锅
50085310	201	244	和福顺养生焖锅
50099094	229	2003	鱻尚煌三汁焖锅
50115992	23	2042	酒时居酒屋
50186822	229	2001	辣妹子焖锅城
50355792	23	170	东福日本料理（居酒屋）
50365956	229	2003	鸿记煌三汁焖锅
50381981	201	244	黄记煌三汁焖锅（鸭绿江大街店）
50400576	201	244	锅过瘾三汁焖锅（汶上店）
50434531	229	2003	舌尖味道三汁焖锅
50439264	229	2001	吉东家焖锅
50466552	184	236	过锅瘾三汁焖锅（万谷慧店）
50472895	229	2001	老夫子焖锅（重工街店）
50494931	229	2001	金客来飘香焖锅
50500075	23	2042	居酒屋慕语
50570342	229	2001	来御来三汁焖锅
50570562	23	2042	西山居酒屋（保利中达店）
50711364	23	2042	乙吞居酒屋
50761176	201	244	福气焖锅
50854305	184	236	鼎尚丰焖锅
50893648	315	383	串亭烧烤居酒屋
50896349	10	11	一品三汁焖锅（印象城二店）
50908642	229	2001	鸿记煌三汁焖锅
50935416	201	244	黄记煌三汁焖锅（万达广场萝岗店）
51056672	184	236	元合三汁焖锅
51090623	201	244	黄记煌三汁焖锅（渭南万达店）
51249747	184	2124	特色焖锅鸡
51300822	229	2001	蜀八婆香汁焖锅（长安万科店）
51346595	229	2003	鸿记煌三汁焖锅（旺角广场店）
51352915	201	244	黄记煌三汁焖锅（城乡世纪广场店）
51396288	201	244	上品黄记煌三汁焖锅
51400172	23	2042	鬼北居酒屋
51430424	23	170	枫居酒屋
51515110	315	220	808三汁焖锅烧烤
51547214	23	2042	韩厨娘居酒屋
51553256	23	2040	丰寿司居酒屋（水晶郦城店）
51624779	229	2001	一品皇记煌三汁焖锅
51708083	201	244	鸿记煌三汁焖锅
51768275	23	2042	酒藏（酒蔵焼き鳥居酒屋）（高新店）
51936327	10	2109	鸿记煌三汁焖锅
51981236	201	244	御品皇三汁焖锅
52028662	229	2001	鸿记煌三汁焖锅
52096400	229	2001	黄胜记三汁焖锅（砂之船店）
52141548	229	2001	煌品三汁焖锅（东营万达店）
52214496	201	239	御记煌三汁焖锅（彩虹城店）
52321570	201	244	和福顺养生焖锅
52322043	184	236	手拉手三汁焖锅（光谷国际广场店）
52326876	201	244	一品皇记三汁焖锅
52389222	184	2124	鸿记煌三汁焖锅
52394310	229	2003	谷太吉养生小焖锅
52494442	201	244	谭记新三汁焖锅
52521948	201	244	山海津•汁味焖锅（桂林店）
52535530	229	2003	尚品黄记煌三汁焖锅
52547237	201	244	黄记煌三汁焖锅（喜盈门店）
52557574	201	244	御香七品焖锅
52692371	201	244	御记煌三汁焖锅
52709444	23	2042	喜多川居酒屋
52819189	229	2003	黄尚煌三汁焖锅
52861505	201	1922	臻口福三汁焖锅（财富又一城店）
52873770	201	244	鲜煮艺焖锅
52884224	229	2003	三汁焖锅
52886452	229	2001	宏福居焖锅
52927025	201	244	宏福居鲜肉焖锅
52943371	229	2003	鸿记煌养生三汁焖锅
52956059	201	244	鸿记煌三汁焖锅（建平加盟店）
60522585	201	1928	黄记煌三汁焖锅（安达圣新天地店）
60713636	229	2003	皇记煌三汁焖锅
60909011	201	244	鸿记煌三汁焖锅
61132292	23	2042	义居居酒屋日本料理
61313354	229	2001	御膳房三汁焖锅
61346409	201	244	御记煌•谷太吉三汁焖锅
61459818	229	2001	陆记三汁焖锅
62046169	201	244	老酒碗风尚焖锅（原阳店）
62244928	201	244	尚品黄纪煌三汁焖锅
62261463	201	244	鸿记煌三汁焖锅（安国店）
62276792	201	244	御尚一品煌五汁焖锅豆皮涮牛肚（后卫寨店）
62421169	201	244	财记柴焖锅
62438130	175	2005	黄尚煌三汁焖锅&重庆鸡公煲（同安尚美花城店）
62533269	201	244	凰记煌三汁焖锅
62588509	229	2003	京城黄记煌三汁焖锅（临泉店）
62694628	23	2042	楽gakcc居酒屋
62751121	229	2001	京城三汁焖锅（熙璟城店）
62770151	201	244	黄记煌三汁焖锅（万达店）
62812306	23	2042	千秀居酒屋（中街店）
62838759	201	244	鸿记煌三汁焖锅
62842313	201	244	黄记煌三汁焖锅（茂业百货店）
63029142	201	244	黄记煌三汁焖锅（丰台永旺梦乐城店）
63443819	229	2003	盛记煌三汁焖锅
63697451	201	244	黄记煌三汁焖锅（天鹅湖银泰城店）
63847876	229	2003	过锅瘾三汁焖锅（西乡店）
64133399	201	244	黄记煌三汁焖锅（华润万象汇店）
64529449	201	244	御记煌三汁焖锅（大同路店）
64544628	201	244	土财主三汁焖锅
64778499	201	244	鸿记煌三汁焖锅
64966901	184	236	过锅瘾三汁焖锅
65471104	229	2003	黄忆煌三汁焖锅
65635872	229	2032	利发碳火烤鱼焖锅店
65671515	201	244	煌记三汁焖锅
65932464	201	244	怡善居酱汁焖锅
66027657	201	244	御龙记三汁焖锅
66052879	24	24	韩尚宫焖锅
66083181	23	2042	菜之花居酒屋
66253339	201	244	鸿记煌三汁焖锅
66547461	229	2001	过锅瘾三汁焖锅
66576382	201	244	养生三汁焖锅
66741260	201	244	厨先生水晶焖锅（万达店）
66774720	201	244	一品黄记煌三汁焖锅（兴安公园店）
66990440	10	11	馋小喵三汁焖锅（恒盛店）
67015285	184	236	宏福居水晶焖锅
67018877	201	244	财记柴焖锅
67298527	10	11	吉东家焖锅米饭
67318690	201	244	黄记煌三汁焖锅（百利城店）
67377819	174	2058	独一处焖锅菜
67442737	229	2001	焖锅老鹅
67568141	10	11	鸿记煌三汁焖锅
67623224	10	11	天天私房焖锅
67837727	235	235	黄记煌三汁焖锅（波斯坦西街店）
68063265	10	11	重庆小面三汁焖锅
68135594	201	244	焖友1980焖锅
68178827	23	2042	和亭旭匠心居酒屋
68188693	201	244	谷太吉三汁焖锅
68189767	184	236	厨先生水晶焖锅
68210886	201	244	和福顺养生焖锅
68311285	201	244	和福顺养生焖锅（武都店）
68345031	10	11	吉东家焖锅
68518555	27	1994	北京正宗黄记煌三汁焖锅（胶州宝龙店）
68609716	229	2001	一品焖锅
68652563	23	2042	笑笑居酒屋
68654782	229	2001	鸿记煌三汁焖锅（盒座社店）
68659604	201	244	御记煌三汁焖锅（南和店）
68678409	231	231	锅之恋主题焖锅
68679750	201	244	焖锅煌
68724506	229	2001	何记煌三汁焖锅
68746197	201	244	来御来三汁焖锅（吐鲁番形象店）
68852542	23	2042	樂食居酒屋
69088968	201	244	老酒碗风尚焖锅（东站店）
69150151	229	2001	百味煌焖锅（淡水店）
69189009	201	241	第一家焖锅
69531792	201	244	一品焖锅（昆山九方店）
69677562	229	2001	辣芙蓉三汁焖锅（银泰城店）
69778121	229	2032	东方宴水晶焖锅
69793970	229	2001	侠客行三汁焖锅
70021346	201	244	三生石主题餐厅秘制焖锅
70188844	23	2042	花之力居酒屋
70197335	201	244	和福顺养生焖锅（新区永旺店）
70274880	10	2109	郝掌柜八鲜焖锅
70381437	23	2042	room 70居酒屋
70429972	201	244	财记柴三汁焖锅（东湖广场店店）
70674193	201	244	小城农夫焖锅香店
71113315	229	2001	土财主三汁焖锅
71157055	10	11	吉东家焖锅米饭
71251482	10	183	皇帝煌三汁焖锅刀削面
71294352	229	2003	皇满福三汁焖锅
71865589	229	2001	过锅瘾三汁焖锅
71903067	201	244	鸿记煌三汁焖锅
72144411	201	244	来御来三汁焖锅（河西王府井店）
72277650	201	244	杨家湾黄记煌三汁焖锅
72462527	229	2032	鸿记煌三汁焖锅（现代广场店）
72596111	229	2003	鸿记煌三汁焖锅（沙河店）
72736609	229	2003	谷太吉养生三汁焖锅
72749076	201	244	鸿记煌三汁焖锅香锅焖鱼
72819585	201	244	来之御三汁焖锅（乐安店）
73690349	23	2042	山上下居酒屋（五大道店）
73767203	201	244	鸿记煌三汁焖锅
73772007	201	244	黄记煌三汁焖锅（北环万达广场店）
73806229	201	244	九品焖锅世家（中北永旺店）
74161802	229	2001	焖搜客三汁焖锅
74185061	2164	2051	御锅香三汁焖锅·清真
74389617	201	244	黄记煌三汁焖锅
74542237	201	244	鸿记煌养生焖锅
74738728	315	318	神火源秘制焖锅
74790903	10	11	吉东家焖锅米饭
75029164	201	244	鸿记煌三汁焖锅（太白商业广场店）
75323511	201	244	黄记煌三汁焖锅（万达广场店）
76009911	201	244	鸿记煌三汁焖锅
76011140	201	244	焖锅鸡煲
76039936	10	11	味道说话三汁焖锅 首选过锅瘾
76063192	201	244	霸道焖锅
76149088	201	244	7号店满汉焖锅
76253922	229	2001	鸿记煌三汁焖锅
76258429	201	244	黄记煌三汁焖锅（鹃城东街店）
76335479	2164	2046	农家焖锅滋味馆
76383843	201	244	老焖锅
76457329	10	2109	神火源石板烤肉焖锅
76463740	229	2001	财记柴焖锅
76582789	201	244	易佳香焖锅
76583594	201	244	黄记煌三汁焖锅（二里店）
77003323	23	2042	居酒屋
77252004	10	2087	李师傅焖锅麻辣烫
77370566	23	2042	一如居酒屋
77440527	229	2003	五汁焖锅
77458156	201	244	郝掌柜焖锅
77487512	201	244	鸿记煌三汁焖锅（北国先天下店）
77545243	23	317	方舟居酒屋（阳光天地店）
77742215	23	2042	四目町居酒屋
77917699	229	2001	东湘记三汁焖锅
77954671	23	2042	约你居酒屋
78126786	23	2042	韵の居酒屋
78241097	201	244	黄记煌三汁焖锅
78419959	201	244	来御来三汁焖锅
78546619	201	244	鸿记煌三汁焖锅
78630532	201	244	黄记煌三汁焖锅（七彩店）
78638440	10	2109	希米太特色水晶焖锅
78779493	201	244	辣尚仙时尚焖锅（铅山店）
78826119	201	244	三汁焖锅
78838205	10	11	鸿记煌三汁焖锅
78973470	201	244	一品煌三汁焖锅
79044253	229	2003	巴蜀焖锅
79073793	23	2042	一炉一鲜居酒屋.炉烤海鲜专门店（清真菜）
79167042	201	1928	徽记煌三汁焖锅（红豆广场店）
79218849	201	244	鸿记煌三汁焖锅（荔景店）
79284207	229	2032	鸿记煌三汁焖锅
79368668	201	244	黄记煌三汁焖锅（平阳万达店）
79498491	201	244	黄记煌三汁焖锅（美莎影乐美食城店）
79598912	23	2042	木蘭居酒屋
79674758	184	236	阿川焖锅香卤（汇天下美食城店）
79750604	201	244	玖食私房焖锅
79882230	184	236	厨先生水晶焖锅（优越店）
